ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,NORTHING,EASTING,ENGLISH ADDRESS,中文地址,TELEPHONE,FAX NUMBER,OPENING HOURS,EMAIL ADDRESS,WEBSITE
Kindergartens,幼稚園,GOOD HEALTH AC KG (MA ON SHAN) (A.M.),康傑中英文幼稚園(馬鞍山)(上午),831745,842584,SADDLE RIDGE GARDEN STTL352 AREA 103 MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山馬鞍台富寶花園,26411717,26404013,,,http://www.good-health.edu.hk
Kindergartens,幼稚園,KOWLOON RHENISH SCHOOL(P.M.),九龍禮賢學校(下午),821181,836130,2A DIANTHUS ROAD YAU YAT CHUEN KOWLOON,九龍又一村石竹路2A號,23806011,27877901,,,http://www.krs.edu.hk
Kindergartens,幼稚園,OUR LADY OF LOURDES CATHOLIC KG (WHOLE DAY),天主教露德聖母幼稚園(全日),809580,829919,YUNG SHUE WAN LAMMA ISLAND NEW TERRITORIES,新界南丫島榕樹灣,29820359,29824956,,,http://www.ololckg.edu.hk
Kindergartens,幼稚園,PLK TIN KA PING KINDERGARTEN (A.M.),保良局田家炳幼稚園(上午),823410.5,828608.7,"G/F BLK O CHING SHING COURT, LEVEL 1 CHEUNG HONG ESTATE TSING YI ISLAND NEW TERRITORIES",新界青衣島長康?青盛苑O座地下第一層,24974487,24330909,,,http://www.kids-club.net/edu/tkpkg
Kindergartens,幼稚園,ACADEMY KINDERGARTEN (TIN SHUI WAI) (A.M.),翰林幼稚園(天水圍)(上午),835676.4,817930,"G/F, ANCILLARY FACILITIES BLOCK TIN CHUNG COURT TIN SHUI WAI NEW TERRITORIES",新界天水圍天頌苑服務設施大樓地下,22530099,22530909,,,http://academy.school.net.hk
Kindergartens,幼稚園,YORK INTERNATIONAL KINDERGARTEN (P.M.),約克國際幼稚園(下午),821384.1,836278.8,NO.51 CUMBERLAND ROAD KOWLOON TONG KOWLOON,九龍九龍塘金巴倫道五十一號,,,,,
Kindergartens,幼稚園,CNEC CHRISTIAN KINDERGARTEN(WHOLE DAY),中華傳道會基石幼稚園(全日),820318.2,841846.4,G/F SAU HONG HOUSE SAU MAU PING (III) ESTATE KOWLOON,九龍秀茂坪秀茂坪(III)?秀康樓地下,23406063,23406043,,,http://www.cnecckg.edu.hk
Kindergartens,幼稚園,CHR THE FAITH HOPE L CH YAT TUNG KG (P.M.),基督徒信望愛堂逸東幼稚園(下午),815931.1,811370,"KINDERGARTEN NO 6, 3/F YAT TUNG SHOPPING CENTRE TUNG CHUNG NEW TERRITORIES",新界東涌逸東商場3字樓6號幼稚園校舍,21090198,21090813,,,http://www.yatungkg.edu.hk
Kindergartens,幼稚園,CHRISTIAN EVANGELICAL CENTRE LOK FU KG(WHOLE DAY),基督教佈道中心樂富幼稚園(全日),821887.6,837317.5,G/F LOK HIM HOUSE LOK FU ESTATE PHASE 5 LOK FU KOWLOON,九龍樂富樂富?第五期樂謙樓地下,23388236,23366002,,,http://www.lokfukg.edu.hk
Kindergartens,幼稚園,PLK TAI SO SHIU WAN KINDERGARTEN(WHOLE DAY),保良局戴蘇小韞幼稚園(全日),839424.6,831878.4,G/F KA MING HOUSE KA SHING COURT FANLING NEW TERRITORIES,新界粉嶺嘉盛苑嘉明閣地下,26699813,26698776,,,http://www.plktsswk.edu.hk/
Kindergartens,幼稚園,BUDDHIST FOO HONG KINDERGARTEN(WHOLE DAY),佛教傅康幼稚園(全日),822199.2,838195.2,G/F LUNG YAT HOUSE LOWER WONG TAI SIN ESTATE WONG TAI SIN KOWLOON,九龍黃大仙黃大仙下?龍逸樓地下,23261456,23203042,,,http://www.bfhkwts.edu.hk
Kindergartens,幼稚園,ISLAMIC ABU BAKAR CHUI MEMORIAL KG(P.M.),伊斯蘭徐錦享紀念幼稚園(下午),815676.2,840563.2,G/F KING HEI HOUSE & YAT HEI HOUSE TUNG HEI COURT SHAUKEIWAN HONG KONG,香港筲箕灣東熹苑景熹閣及逸熹閣地下,29153303,29153343,,,http://www.cmcfa.com
Kindergartens,幼稚園,LUI CHEUNG KWONG LUTHERAN KINDERGARTEN (WHOLE DAY),路德會呂祥光幼稚園(全日),827460,815448.8,"G/F, HIGH BLOCK, OI LIM HOUSE YAU OI ESTATE TUEN MUN NEW TERRITORIES",新界屯門友愛?愛廉樓高座地下,24587438,24408658,,,http://www.lutheran-lck.com
Kindergartens,幼稚園,CCCHK CHI TO CH KEI POK KG (TKO) (A.M.),中華基督教會香港志道堂基博幼稚園(將軍澳)(上午),819336.5,844777.7,"G/F., KWONG YING HOUSE KWONG MING COURT TSEUNG KWAN O NEW TERRITORIES",新界將軍澳廣明苑廣盈閣地下,24330822,24330280,,,http://www.keipok.edu.hk
Kindergartens,幼稚園,ELCHK SHATIN LUTHERAN KINDERGARTEN (A.M.),基督教香港信義會沙田信義幼稚園(上午),826590.7,836670.6,DD 179 LOT 713 TUNG LO WAN VILLAGE SHATIN NEW TERRITORIES,新界沙田銅鑼灣村,26044832,26933158,,,http://www.stlkg.edu.hk
Kindergartens,幼稚園,INTERNATIONAL CHRISTIAN SCH - KG(P.M.),基督教國際學校-幼稚園(下午),831275.7,841237.5,G/F KAM HO HOUSE (BLOCK H) KAM FUNG COURT MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山錦豐苑錦荷閣(H座)地下,3156 1234,3156 1235,,,
Kindergartens,幼稚園,KWUN TONG BAPTIST CHURCH KINDERGARTEN(WHOLE DAY),官塘浸信會幼稚園(全日),819968,840949,G/F 83 KUNG LOK ROAD KWUN TONG KOWLOON,九龍觀塘功樂道83號,23424008,27903178,,,http://www.ktbckg.edu.hk
Kindergartens,幼稚園,HKYWCA ATHENA KINDERGARTEN(WHOLE DAY),香港基督教女青年會宏恩幼稚園(全日),821459.1,834427.3,"UNIT 1-8, G/F, HAN CHING HOUSE YEE CHING COURT SHAMSHUIPO KOWLOON",九龍深水?怡靖苑閒靜閣1-8號地下,27281122,27281214,,,http://kga.ywca.org.hk/
Kindergartens,幼稚園,TWGH TIN WAN KINDERGARTEN (A.M.),東華三院田灣幼稚園(上午),812585.5,833543.9,UNIT 1-10 G/F TIN KIN HOUSE TIN WAN ESTATE ABERDEEN HONG KONG,香港香港仔田灣?田健樓地下1-10室,25385867,25388007,,,http://twghtwkg.edu.hk
Kindergartens,幼稚園,MELODY ANGLO-CHINESE KINDERGARTEN(WHOLE DAY),美樂中英文幼稚園(全日),826099.3,814016.4,G/F MELODY GARDEN TUEN MUN NEW TERRITORIES,新界屯門美樂花園地下,,,,,
Kindergartens,幼稚園,YL TUNG KOON DIST ASSN HUNG TING KA KG(P.M.),元朗東莞同鄉會熊定嘉幼稚園(下午),835891.2,817660.2,"KINDERGARTEN NO 2, ROOF FLOOR TIN YAN SHOPPING CENTRE, TIN YAN ESTATE TIN SHUI WAI NEW TERRITORIES",新界天水圍天恩?天恩商場天台2號幼稚園,21467733,21467848,,,http://www.kids-club.net/edu/tkhtkk/
Kindergartens,幼稚園,TIN KING EST BAPT LUI KWOK PAT FONG KG(P.M.),田景?浸信會呂郭碧鳳幼稚園(下午),829772.3,814618,"G/F, UNITS 1-10 SIU PONG COURT TUEN MUN NEW TERRITORIES",新界屯門兆邦苑地下單位1-10號,24557187,24559647,,,http://www.tkkg.edu.hk
Kindergartens,幼稚園,PODS KINDERGARTEN(A.M.),樂?幼稚園(上午),815998.8,837884.8,PORTIONS E F AND J 2/F KIU HING MANSION 14 KING'S ROAD NORTH POINT HONG KONG,香港北角英皇道14號僑興大廈2樓E F及J室,,,,,
Kindergartens,幼稚園,ST PETER'S CHURCH KINDERGARTEN(P.M.),北角聖彼得堂幼稚園(下午),816588,838194,BASEMENT 23 FORTRESS HILL ROAD NORTH POINT HONG KONG,香港北角炮台山道23號,25708272,28876144,,,http://stpeterk.hkskh.org/
Kindergartens,幼稚園,HONG KONG PRESCHOOL (PICTORIAL)(A.M.),樂基幼兒學校(碧濤)(上午),828427.7,839543.6,PODIUM FLOOR PICTORIAL GARDEN PHASE II 23 ON KING STREET SHATIN NEW TERRITORIES,新界沙田安景街23號碧濤花園第二期平台,,,,,
Kindergartens,幼稚園,HO YAN KINDERGARTEN (SPONSORED BY SIK SIK YUEN)(WHOLE DAY),可仁幼稚園(嗇色園主辦)(全日),811774.4,833620,UNITS 21 - 40 G/F LEI TIM HOUSE APLEICHAU ESTATE HONG KONG,香港鴨?洲?利添樓地下21-40號室,25552191,25521815,,,
Kindergartens,幼稚園,TSUEN WAN WISDOM (ANGLO-CHINESE) KG (A.M.),荃灣慧中(中英文)幼稚園(上午),824769,829772,"R/F BLK 15-16 PODIUM ROOF FL, TOWER 15 & 16 RIVIERA GARDENS TEXACO ROAD TWTL 303, TSUEN WAN NEW TERRITORIES",新界荃灣德士古道十五至十六座平台海濱花園303地段十五至十六座,24067270,24082126,,,http://www.wisdomac.edu.hk
Kindergartens,幼稚園,PLK NG TOR TAI KINDERGARTEN (A.M.),保良局吳多泰幼稚園(上午),828059.5,838000.8,G38 COMMERCIAL COMPLEX SUI WO COURT SHATIN NEW TERRITORIES,新界沙田穗禾苑商場38G,26972162,26024245,,,http://www.plknttkg.edu.hk
Kindergartens,幼稚園,DELIA ENGLISH PRIMARY SCHOOL & KG(WHOLE DAY),地利亞英文小學暨幼稚園(全日),821768.4,832673.7,"SHOP 138, STAGE VIII MEI FOO SUN CHUEN KOWLOON",九龍美孚新?第8期138號舖,27422027,27441367,,,http://www.deliapri-kg.edu.hk
Kindergartens,幼稚園,YAU YAT CHUEN SCHOOL(P.M.),又一村學校(下午),820985,835835,2 MARIGOLD ROAD YAU YAT CHUEN KOWLOON,九龍又一村壽菊路2號,23812949,23805111,,,http://www.yycskg.edu.hk
Kindergartens,幼稚園,KWUN TONG METHODIST KINDERGARTEN(WHOLE DAY),觀塘循道幼稚園(全日),819591.1,840772.9,2/F LOTUS TOWER-3 KWUN TONG GARDEN ESTATE NGAU TAU KOK ROAD KWUN TONG KOWLOON,九龍觀塘牛頭角道花園大廈玉蓮台,23423062,27904910,,,http://www.ktmk.edu.hk
Kindergartens,幼稚園,THE ORCHARD KINDERGARTEN (P.M.),THE ORCHARD KINDERGARTEN (P.M.),836069.8,833900.7,5 HONG LOK YUEN TWENTIETH STREET TAI PO NEW TERRITORIES,5 HONG LOK YUEN TWENTIETH STREET TAI PO NEW TERRITORIES,26570270,26510836,,,
Kindergartens,幼稚園,ST TERESA'S KINDERGARTEN(P.M.),聖德蘭幼稚園(下午),808854.4,840072.5,1 TUNG TAU WAN ROAD STANLEY HONG KONG,香港赤柱東頭灣道1號,28138567,28990272,,,
Kindergartens,幼稚園,KAU YAN SCHOOL(P.M.),救恩學校(下午),816286,832582,97A & 97B HIGH STREET SAI YING PUN HONG KONG,香港西營盤高街97號A及B,28030304,21170380,,,http://www.kauyan.edu.hk
Kindergartens,幼稚園,TIN SHUI WAI ALLIANCE KINDERGARTEN (A.M.),天水圍宣道幼稚園(上午),836796.9,817965.6,"G/F, WING B & C, HENG FU HOUSE BLOCK 3, TIN HENG ESTATE TIN SHUI WAI, YUEN LONG, N.T. (KINDERGARTEN) NEW TERRITORIES",新界元朗天水圍天恆?第三座恆富樓地下B及C翼幼稚園,24865226,24865230,,,http://www.ttkg.edu.hk
Kindergartens,幼稚園,HEEP YUNN SCHOOL PRIVATE KINDERGARTEN (A.M.),協恩中學附屬幼稚園(上午),820283.9,837182.1,1 FARM ROAD KOWLOON CITY KOWLOON,九龍九龍城農圃道1號,27146098,27146027,,,http://www.hykg.edu.hk
Kindergartens,幼稚園,CCC CHUEN YUEN KINDERGARTEN(WHOLE DAY),中華基督教會全完幼稚園(全日),825382.7,831113.1,"UNIT NO 4, PODIUM LEVEL 3 KWAI CHUNG SHOPPING CENTRE KWAI CHUNG ESTATE KWAI CHUNG NEW TERRITORIES",新界葵涌葵涌?葵涌商場三樓平台4號單位,24011899,22794100,,,http://cyk.ccc.edu.hk
Kindergartens,幼稚園,SHUM OI CHURCH KINDERGARTEN(P.M.),深愛堂幼稚園(下午),821449.4,835367.5,G/F 80 WOH CHAI STREET SHEK KIP MEI KOWLOON,九龍石硤尾窩仔街80號地下,27770986,27884019,,,http://soc.hkcccc.org
Kindergartens,幼稚園,C&MA JOYFUL PEACE KINDERGARTEN (A.M.),基督教宣道會頌安幼稚園(上午),831400,841206.5,G/F KAM HUEN HOUSE KAM FUNG COURT MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山錦豐苑錦萱閣地下,26337300,26439100,,,http://www.joyfulk.edu.hk
Kindergartens,幼稚園,GOOD HOPE PRI SCH CUM KG(P.M.),德望小學暨幼稚園(下午),821731,840577,381-383 JAT'S INCLINE KOWLOON,九龍扎山道381-383號,,,,,
Kindergartens,幼稚園,MEI TUNG ESTATE ON KEE KINDERGARTEN(P.M.),美東?安琪幼稚園(下午),821549.1,837604.6,G/F BLK 6 103-108 MEI TUNG ESTATE WONG TAI SIN KOWLOON,九龍黃大仙美東?103-108號第六座地下,23376738,23369790,,,http://www.onkee.edu.hk
Kindergartens,幼稚園,PLK MRS VICWOOD KT CHONG KINDERGARTEN (A.M.),保良局莊啟程夫人幼稚園(上午),838174.6,832642.9,G/F YIU MING HOUSE WAH MING ESTATE FANLING NEW TERRITORIES,新界粉嶺華明?耀明樓地下,26750012,26760112,,,http://www.kids-club.net/edu/plkmrsvc
Kindergartens,幼稚園,TELFORD GARDENS KINDERGARTEN (A.M.),德福幼稚園(上午),820598.4,839906.9,TELFORD GARDENS KOWLOON BAY KWUN TONG KOWLOON,九龍觀塘九龍灣德福花園,27575749,23052242,,,http://www.telfordeducation.com
Kindergartens,幼稚園,JORDAN PAK HOI KINDERGARTEN(P.M.),佐敦北海幼稚園(下午),818650.7,835294.2,"1/F & FLAT B, 2/F (EXCLUDING THE FLAT ROOF) 11-16 FERRY STREET YAUMATI KOWLOON",九龍油麻地渡船街11-16號1樓及2樓B座(不包括平台),27707776,23597033,,,http://www.jphkg.net
Kindergartens,幼稚園,MUNSANG COLLEGE KINDERGARTEN(P.M.),民生書院幼稚園(下午),821428.3,837228.1,G/F-1/F AT BLOCK A G/F-2/F AT BLOCK F 8 DUMBARTON ROAD KOWLOON,九龍東寶庭道8號A座地下至二樓及F座地下至三樓,,,,,
Kindergartens,幼稚園,HKEC ELITE KINDERGARTEN(WHOLE DAY),香港宣教會優質幼兒學校(全日),838552.1,832429.9,"SHOP NO KG01, YAN SHING COURT FANLING NEW TERRITORIES",新界粉嶺欣盛苑商場KG01號舖,26764242,26764241,,,http://www.elite-kg.org
Kindergartens,幼稚園,MORNINGSTAR KINDERGARTEN (P.M.),MORNINGSTAR KINDERGARTEN (P.M.),812968.7,832392.1,BLOCK H2 G/F CHI FU FA YUEN POKFULAM HONG KONG,香港薄扶林置富花園地下H2座,,,,,
Kindergartens,幼稚園,LITTLE BUDS KINDERGARTEN (P.M.),LITTLE BUDS KINDERGARTEN (P.M.),818593.9,835282.1,UNIT E ON G/F UNIT E ON M/F & UNIT E ON 1/F GOLDEN CLOUD COURT 1-4 FERRY STREET KOWLOON,九龍渡船街1-4號金霞閣地下E室 閣樓E室及一樓E室,3586 2830,3586 2831,,,
Kindergartens,幼稚園,CCC KEI CHUN KINDERGARTEN(WHOLE DAY),中華基督教會基真幼稚園(全日),821410.7,834222.3,114-127 LAI LO HOUSE LAI KOK EST SHAM SHUI PO KOWLOON,九龍深水?麗閣?麗蘿樓地下,23618246,27487036,,,http://kck.ccc.edu.hk
Kindergartens,幼稚園,PLK LAU CHAN SIU PO KINDERGARTEN (A.M.),保良局劉陳小寶幼稚園(上午),820920.4,834031.3,"PODIUM LEVEL, FU YUN HOUSE (BLOCK 16) FU CHEONG ESTATE CHEUNG SHA WAN KOWLOON",九龍長沙灣富昌?富潤樓(第十六座)平台,22674531,22674532,,,http://www.kids-club.net/edu/lcspkg
Kindergartens,幼稚園,YAN CHAI HOSPITAL YIM TSUI YUK SHAN KG(WHOLE DAY),仁濟醫院嚴徐玉珊幼稚園(全日),830012.9,814624,RM 201 2/F PO TIN SHOPPING CENTRE PO TIN INTERIM HOUSING TUEN MUN NEW TERRITORIES,新界屯門鳴琴路寶田?寶田商場2樓201室,24668966,24662277,,,http://www.ytyskg.edu.hk
Kindergartens,幼稚園,STAFFORD ENGLISH KINDERGARTEN(WHOLE DAY),施德福英文幼稚園(全日),821472,836407,14 STAFFORD ROAD KOWLOON TONG KOWLOON,九龍九龍塘施他佛道14號,23372388,23378083,,,http://www.stafford.edu.hk
Kindergartens,幼稚園,BUSY BEES KINDERGARTEN (A.M.),小蜜蜂幼稚園(上午),821609.9,845627.5,"TOWER 18, G/F H.K. UNIVERSITY OF SCIENCE & TECHNOLOGY CLEAR WATER BAY KOWLOON",九龍清水灣香港科技大學18座地下,23582142,,,,
Kindergartens,幼稚園,SUN ISLAND ENGLISH KG (YAU MA TEI BR)(P.M.),太陽島英文幼稚園﹝油麻地分校﹞(下午),819219.9,835485.2,ENTRANCE AREA ON G/F AND 1/F TUNG PO COURT 202 RECLAMATION STREET YAUMATEI KOWLOON,九龍油麻地新填地街202號東寶閣1樓及地下入口,23391925,28343322,,,http://www.sunisland.edu.hk
Kindergartens,幼稚園,SHEUNG SHUI WAI CHOW KG (BRANCH)(P.M.),上水惠州幼稚園(分校)(下午),840486.7,831622.1,G/F TIN CHEUNG HOUSE TIN PING ESTATE SHEUNG SHUI NEW TERRITORIES,新界上水天平?天祥樓地下,26712968,26712981,,,http://www.sswckge.edu.hk
Kindergartens,幼稚園,SEMPLE KINDERGARTEN (A.M.),深培中英文幼稚園(上午),820620.8,834914.9,10 WILLOW STREET TAI KOK TSUI KOWLOON,九龍大角咀柳樹街10號,27894211,23919149,,,http://www.semplekg.edu.hk
Kindergartens,幼稚園,STEWARDS POOI YAN KINDERGARTEN (A.M.),香港神託會培恩幼稚園(上午),818655,844144.7,"G/F, CHOI WING HOUSE CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES",新界將軍澳彩明苑彩榮閣地下,31294860,31294861,,,http://spykg.edu.hk
Kindergartens,幼稚園,LOK SIN TONG STEPHEN LEUNG KINDERGARTEN (A.M.),樂善堂梁泳釗幼稚園(上午),826735.3,836130.6,G/F FAI SHING HOUSE MAY SHING COURT SHATIN NEW TERRITORIES,新界沙田美城苑暉誠閣地下,26970877,26024743,,,
Kindergartens,幼稚園,ESF INTERNATIONAL KINDERGARTEN (HILLSIDE) (P.M.),英基國際幼稚園(曉新)(下午),814132.5,836582.8,43B STUBBS ROAD HONG KONG,香港司徒拔道43B號,2919 7978,2834 6881,,,
Kindergartens,幼稚園,ST. CATHERINE'S KINDERGARTEN (HARBOUR PLACE) (P.M.),ST. CATHERINE'S KINDERGARTEN (HARBOUR PLACE) (P.M.),818289.5,837193.5,KINDERGARTEN FIRST FLOOR HARBOUR PLACE 8 OI KING STREET HUNG HOM KOWLOON,九龍紅磡愛景街8號海濱南岸一樓幼稚園,,,,,
Kindergartens,幼稚園,SHUN SANG ANGLO-CHINESE KINDERGARTEN(P.M.),信生中英文幼稚園(下午),823244.6,838846.5,G/F ON YAN HOUSE TSE ON COURT TSE WAN SHAN KOWLOON,九龍慈雲山慈安苑安欣地下B＆C翼,23231074,23232621,,,http://www.ssack.edu.hk
Kindergartens,幼稚園,KWUN TONG BAPTIST CHURCH CHOI MING KG(WHOLE DAY),觀塘浸信會彩明幼稚園(全日),818672.6,844195.6,"G/F, CHOI YIU HOUSE CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES",新界將軍澳彩明苑彩耀閣地下,23457744,31439016,,,http://www.choiming.edu.hk
Kindergartens,幼稚園,TWGH FONG SHU FOOK TONG KINDERGARTEN (A.M.),東華三院方樹福堂幼稚園(上午),813562.2,843693,"G/F BLOCK A (SIU HEI HOUSE) SIU SAI WAN ESTATE, PHASE I CHAI WAN HONG KONG",香港柴灣小西灣?第一期A座(瑞喜樓)地下,"28896119, 28896061",28982861,,,http://www.twghfsftkg.edu.hk
Kindergartens,幼稚園,TWGH FONG SHU FOOK TONG KINDERGARTEN(WHOLE DAY),東華三院方樹福堂幼稚園(全日),813566.4,843691.9,"G/F BLOCK A (SIU HEI HOUSE) SIU SAI WAN ESTATE, PHASE I CHAI WAN HONG KONG",香港柴灣小西灣?第一期A座(瑞喜樓)地下,"28896119, 28896061",28982861,,,http://www.twghfsftkg.edu.hk
Kindergartens,幼稚園,FOK LOY ESTATE KAM CHUEN KINDERGARTEN(WHOLE DAY),福來?錦全幼稚園(全日),826126.7,829719.4,G/F WING HONG BUILDING FUK LOI ESTATE TSUEN WAN NEW TERRITORIES,新界荃灣福來?永康樓地下,24905871,24122575,,,
Kindergartens,幼稚園,TWGHS LIONS CLUB OF METROPOLITAN H K KG (A.M.),東華三院香港華都獅子會幼稚園(上午),818582.2,843799.5,"G/F, MING CHAU HOUSE KIN MING ESTATE TSEUNG KWAN O NEW TERRITORIES",新界將軍澳健明?明宙樓地下,31883565,31883567,,,http://www.twghlcmkg.edu.hk/
Kindergartens,幼稚園,PLK VICWOOD CHONG KEE TING KINDERGARTEN(WHOLE DAY),保良局莊啟程幼稚園(全日),815197.2,837119.9,66 LEIGHTON ROAD CAUSEWAY BAY HONG KONG,香港銅鑼灣禮頓道66號,28949921,25043466,,,http://www.kids-club.net/edu/plkkgone
Kindergartens,幼稚園,ST MONICA'S AC KG (WAH KWAI ESTATE)(P.M.),聖文嘉中英文幼稚園(華貴?)(下午),812435.7,832309.7,"G/F, WAH YIN HOUSE WAH KWAI ESTATE, PHASE II KELLETT BAY HONG KONG",香港奇力灣華貴?第2期華賢樓地下,25519796,25519321,,,http://www.stmonicaskg.edu.hk
Kindergartens,幼稚園,CHAI WAN BAPTIST CHURCH PRE-SCHOOL EDUCATION LUI MING CHOI KINDERGARTEN (SIU SAI WAN)(A.M.),柴灣浸信會學前教育中心呂明才幼稚園(小西灣)(上午),813682.9,843617.2,UNIT 1-10 G/F SUI FU HOUSE SIU SAI WAN ESTATE CHAI WAN HONG KONG,香港柴灣小西灣?瑞富樓地下1-10號,25566909,29750976,,,http://www.cwbc.org.hk
Kindergartens,幼稚園,CCC KEI CHUN KINDERGARTEN(P.M.),中華基督教會基真幼稚園(下午),821411.2,834221.8,114-127 LAI LO HOUSE LAI KOK EST SHAM SHUI PO KOWLOON,九龍深水?麗閣?麗蘿樓地下,23618246,27487036,,,http://kck.ccc.edu.hk
Kindergartens,幼稚園,TSUEN WAN ST DOMINIC SAVIO KINDERGARTEN(P.M.),荃灣聖多明尼幼稚園(下午),826292.4,830930.9,G/F SHEK KWAI HSE SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES,新界荃灣石圍角?石葵樓地下,24929783,24931038,,,
Kindergartens,幼稚園,TAI PO BAPTIST KG TIN CHAK ESTATE BRANCH(P.M.),大埔浸信會幼稚園天澤?分校(下午),836559.3,817845.8,"G/F, CHAK SING HOUSE TIN CHAK ESTATE TIN SHUI WAI, YUEN LONG NEW TERRITORIES",新界元朗天水圍天澤?澤星樓地下,24863300,24863000,,,http://www.tpbkg-tceb.com.hk
Kindergartens,幼稚園,PLK CHOI KOON SHUM KINDERGARTEN (A.M.),保良局蔡冠深幼稚園(上午),829313.2,815459.8,"G/F & 1/F, AFFLUENCE GARDEN NO. 33 TSING CHUNG KOON ROAD TUEN MUN NEW TERRITORIES",新界屯門青松觀道33號澤豐花園地下及二樓,24602112,24602200,,,http://www.kids-club.net/edu/plkckskg
Kindergartens,幼稚園,LOK FU RHENISH CHURCH KINDERGARTEN(WHOLE DAY),樂富禮賢會幼稚園(全日),822427.4,837211.5,UNITS 1-9 G/F WANG WAI HOUSE WANG TAU HOM ESTATE KOWLOON,九龍橫頭磡?宏偉樓地下1-9室,23364705,23369278,,,http://lfkg.rhenish.org
Kindergartens,幼稚園,CHRISTIAN & MISSIONARY ALLIANCE TAI O KINDERGARTEN,基督教宣道會大澳幼稚園,812779,803974.1,81 83A & 83B WING ON STREET TAI O LANTAU ISLAND NEW TERRITORIES,新界大嶼山大澳永安街81、83A及83B號,2985 6202,2985 6242,,,
Kindergartens,幼稚園,RHENISH MISSION SCHOOL (A.M.),禮賢會學校(上午),816084,832545,ANCILLARY BLOCK 86A BONHAM ROAD HONG KONG,香港般咸道86號A來恩樓,28573110,35210760,,,http://www.rhenish.edu.hk
Kindergartens,幼稚園,ESF ABACUS INTERNATIONAL KG(P.M.),英基雅柏國際幼稚園(下午),819690.4,846377.1,MANG KUNG UK VILLAGE CLEAR WATER BAY ROAD SAI KUNG NEW TERRITORIES,新界西貢清水灣道孟公屋村,27195712,27196690,,,http://kindergartens.esf.org.hk
Kindergartens,幼稚園,DELIA ENGLISH PRIMARY SCHOOL & KG (P.M.),地利亞英文小學暨幼稚園(下午),821781.6,832556.7,1/F 84-86 BROADWAY STREET MEI FOO SUN CHUEN KOWLOON,九龍美孚新?百老匯街84至86號,"27422027, 27443960",27441367,,,http://www.deliapri-kg.edu.hk
Kindergartens,幼稚園,FU HENG BAPTIST LUI KWOK PAT FONG KG(WHOLE DAY),富亨浸信會呂郭碧鳳幼稚園(全日),835387.3,835607.2,G/F BLK 1 HENG TAI HOUSE FU HENG ESTATE TAI PO NEW TERRITORIES,新界大埔富亨?亨泰樓地下1座,26608128,26609959,,,http://www.fuhengkg.edu.hk
Kindergartens,幼稚園,TWGH LEE WONG HING CHEUNG MEMORIAL KG(P.M.),東華三院李黃慶祥紀念幼稚園(下午),829045.9,814602.9,"WINGS A & B, G/F KING LAI HOUSE (BLOCK 9) SHAN KING ESTATE, PHASE III TUEN MUN NEW TERRITORIES",新界屯門山景?第三期景麗樓(第9座)地下A及B翼,24617380,24681760,,,http://www.twghlwhckg.edu.hk
Kindergartens,幼稚園,CARITAS ST FRANCIS KINDERGARTEN(WHOLE DAY),明愛聖方濟各幼稚園(全日),815547.1,833933.1,3/F BLK B CARITAS SOCIAL WELFARE CENTRE 2 CAINE ROAD CENTRAL HONG KONG,香港中環堅道二號明愛中心B座4樓,35892256,28434656,,,http://sfkg.caritas.org.hk
Kindergartens,幼稚園,PLK TIN KA PING SIU HONG KINDERGARTEN (A.M.),保良局田家炳兆康幼稚園(上午),830366.1,815789.2,LEVEL 3 COMM CENTRE SIU HONG COURT TUEN MUN NEW TERRITORIES,新界屯門兆康苑商場三樓,24668131,24563961,,,http://www.kids-club.net/edu/tkpshkg
Kindergartens,幼稚園,YAN OI TONG NGAN PO LING KINDERGARTEN(P.M.),仁愛堂顏寶鈴幼稚園(下午),827449.1,815371.3,"G/F, OI YEE HOUSE YAU OI ESTATE TUEN MUN NEW TERRITORIES",新界屯門友愛?愛義樓地下,24585033,24588982,,,http://ppe.yot.org.hk
Kindergartens,幼稚園,TAK SUN PRIVATE KINDERGARTEN (A.M.),德信幼稚園(上午),818278.9,835806.9,103 AUSTIN ROAD TSIMSHATSUI KOWLOON,九龍尖沙咀柯士甸道103號,27238515,27351862,,,http://www.taksunkg.edu.hk
Kindergartens,幼稚園,LOK SIN TONG KINDERGARTEN(WHOLE DAY),樂善堂幼稚園(全日),820614.2,841472.9,"UNIT NOS 1-6, LG1 AND UNIT NOS 2-9, LG2 TIN KAM HOUSE SHUN TIN ESTATE KWUN TONG KOWLOON",九龍觀塘順天?天琴樓地下下層1樓1-4及6號室及地下下層2樓2-9號室,27175830,23475850,,,http://lstkg.etlw.com.hk
Kindergartens,幼稚園,HKTA YUEN YUEN KINDERGARTEN (A.M.),香港道教聯合會圓玄幼稚園(上午),826230,830634,"G/F UNITS NO. 33-40 & 41-54, SHEK TO HOUSE SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES",新界荃灣石圍角?石桃樓地下,24984636,24900347,,,http://www.yuenyuenkg.edu.hk
